jns_karantina;komoditas;satuan;harga;Komsat
H;Vaksin;kemasan;1.111;Vaksin/kemasan
H;Vaksin;kilogram;1.111;Vaksin/kilogram
H;Vaksin;liter;1.111;Vaksin/liter
H;Vaksin;tube;1.111;Vaksin/tube
H;Vaksin;vial;1.111;Vaksin/vial
H;Vaksin (botol);ampoule;1.111;Vaksin (botol)/ampoule
H;Vaksin (botol);box;1.111;Vaksin (botol)/box
H;Vaksin (botol);kemasan;1.111;Vaksin (botol)/kemasan
H;Vaksin (botol);kilogram;1.111;Vaksin (botol)/kilogram
H;Vaksin (botol);liter;1.111;Vaksin (botol)/liter
H;Vaksin (botol);vial;1.111;Vaksin (botol)/vial
H;Vaksin (vial);botol;1.111;Vaksin (vial)/botol
H;Vaksin (vial);box;1.111;Vaksin (vial)/box
H;Vaksin (vial);kemasan;1.111;Vaksin (vial)/kemasan
H;Vaksin (vial);kilogram;1.111;Vaksin (vial)/kilogram
H;Vaksin (vial);liter;1.111;Vaksin (vial)/liter
H;Vaksin (vial);tablet;1.111;Vaksin (vial)/tablet
H;Vaksin (vial);vial;1.111;Vaksin (vial)/vial
I;Agar-agar;gram;1.111;Agar-agar/gram
I;Bagian Tubuh Kepiting Tapal Kuda;gram;1.111;Bagian Tubuh Kepiting Tapal Kuda/gram
I;Bahan Baku Pakan;kilogram;1.111;Bahan Baku Pakan/kilogram
I;Bahan Biologi;kilogram;1.111;Bahan Biologi/kilogram
I;Bahan Biologi;liter;1.111;Bahan Biologi/liter
I;Bahan Kimia;kilogram;1.111;Bahan Kimia/kilogram
I;Bahan Kimia;vial;1.111;Bahan Kimia/vial
I;Bahan Obat;kilogram;1.111;Bahan Obat/kilogram
I;Benih Lain-lain;ekor;1.111;Benih Lain-lain/ekor
I;Ikan Hias Air Laut;gram;1.111;Ikan Hias Air Laut/gram
I;Ikan Hias Air Tawar;gram;1.111;Ikan Hias Air Tawar/gram
I;Ikan Hias laut;ekor;1.111;Ikan Hias laut/ekor
I;Ikan Kembung;gram;1.111;Ikan Kembung/gram
I;Ikan Kerapu;gram;1.111;Ikan Kerapu/gram
I;Ikan Koi;kilogram;1.111;Ikan Koi/kilogram
I;Ikan Kumpele;ekor;1.111;Ikan Kumpele/ekor
I;Ikan Kupu-kupu;ekor;1.111;Ikan Kupu-kupu/ekor
I;Ikan Kurisi;ekor;1.111;Ikan Kurisi/ekor
I;Ikan Kuro;gram;1.111;Ikan Kuro/gram
I;Ikan Layang;gram;1.111;Ikan Layang/gram
I;Ikan Layur;gram;1.111;Ikan Layur/gram
I;ikan lele bushynose/bristlenose;ekor;1.111;ikan lele bushynose/bristlenose/ekor
I;ikan lele bushynose/bristlenose;kilogram;1.111;ikan lele bushynose/bristlenose/kilogram
I;Ikan Lemuru;gram;1.111;Ikan Lemuru/gram
I;Ikan Mahi-mahi;kilogram;1.111;Ikan Mahi-mahi/kilogram
I;Ikan Makarel;gram;1.111;Ikan Makarel/gram
I;Ikan Malabar danio;ekor;1.111;Ikan Malabar danio/ekor
I;Ikan Marlin;ekor;1.111;Ikan Marlin/ekor
I;Ikan mas koki;ekor;1.111;Ikan mas koki/ekor
I;Ikan Pari;ekor;1.111;Ikan Pari/ekor
I;Ikan Patin;ekor;1.111;Ikan Patin/ekor
I;Ikan Pepija;gram;1.111;Ikan Pepija/gram
I;Ikan Pisang-pisang;ekor;1.111;Ikan Pisang-pisang/ekor
I;Ikan Pisang-pisang;kilogram;1.111;Ikan Pisang-pisang/kilogram
I;Ikan Semah;ekor;1.111;Ikan Semah/ekor
I;Ikan Sukang;ekor;1.111;Ikan Sukang/ekor
I;Ikan Swanggi;ekor;1.111;Ikan Swanggi/ekor
I;Ikan Talang-talang;kilogram;1.111;Ikan Talang-talang/kilogram
I;Ikan Tenggiri;ekor;1.111;Ikan Tenggiri/ekor
I;Ikan Teri;gram;1.111;Ikan Teri/gram
I;Ikan Todak;ekor;1.111;Ikan Todak/ekor
I;Ikan Tuna;ekor;1.111;Ikan Tuna/ekor
I;Ikan Tuna;gram;1.111;Ikan Tuna/gram
I;Ikan wrasse tutul;ekor;1.111;Ikan wrasse tutul/ekor
I;Jelawat;ekor;1.111;Jelawat/ekor
I;Jelawat;kilogram;1.111;Jelawat/kilogram
I;Julung-julung;ekor;1.111;Julung-julung/ekor
I;Julung-julung;gram;1.111;Julung-julung/gram
I;Julung-julung;kilogram;1.111;Julung-julung/kilogram
I;Kepe - kepe;ekor;1.111;Kepe - kepe/ekor
I;Kerang Abalon;kilogram;1.111;Kerang Abalon/kilogram
I;Kerang Mutiara;gram;1.111;Kerang Mutiara/gram
I;Kerang Nuttal;ekor;1.111;Kerang Nuttal/ekor
I;Ketang - ketang;ekor;1.111;Ketang - ketang/ekor
I;Ketang - ketang;kilogram;1.111;Ketang - ketang/kilogram
I;Knife fish Eel;ekor;1.111;Knife fish Eel/ekor
I;Kudu kudu;ekor;1.111;Kudu kudu/ekor
I;Kudu kudu;kilogram;1.111;Kudu kudu/kilogram
I;Kudu-kudu;ekor;1.111;Kudu-kudu/ekor
I;Kulit Ikan Hiu;ekor;1.111;Kulit Ikan Hiu/ekor
I;Kulit Udang;gram;1.111;Kulit Udang/gram
I;Kura kura;ekor;1.111;Kura kura/ekor
I;Lais;kilogram;1.111;Lais/kilogram
I;LIVE MUD CRAB;ekor;1.111;LIVE MUD CRAB/ekor
I;LIVE MUD CRAB;kilogram;1.111;LIVE MUD CRAB/kilogram
I;Lobster Mutiara;gram;1.111;Lobster Mutiara/gram
I;Lumba-lumba;ekor;1.111;Lumba-lumba/ekor
I;mata biru tutul;ekor;1.111;mata biru tutul/ekor
I;mata biru tutul;kilogram;1.111;mata biru tutul/kilogram
I;Minyak Cumi;kemasan;1.111;Minyak Cumi/kemasan
I;Minyak Cumi;kilogram;1.111;Minyak Cumi/kilogram
I;Minyak Cumi;ton;1.111;Minyak Cumi/ton
I;Minyak Ikan;ton;1.111;Minyak Ikan/ton
I;Moonfish;kilogram;1.111;Moonfish/kilogram
I;Mutiara;gram;1.111;Mutiara/gram
I;Nila;gram;1.111;Nila/gram
I;Obat Ikan;gram;1.111;Obat Ikan/gram
I;Olahan Ikan;ekor;1.111;Olahan Ikan/ekor
I;Olahan Ikan;gram;1.111;Olahan Ikan/gram
I;Olahan Ikan;liter;1.111;Olahan Ikan/liter
I;Olahan Udang;gram;1.111;Olahan Udang/gram
I;oyster;ekor;1.111;oyster/ekor
I;oyster;kilogram;1.111;oyster/kilogram
I;Pakan Udang;gram;1.111;Pakan Udang/gram
I;Pakan Udang;kemasan;1.111;Pakan Udang/kemasan
I;Pakan Udang;liter;1.111;Pakan Udang/liter
I;Pakan Udang;ton;1.111;Pakan Udang/ton
I;Pari tawar;ekor;1.111;Pari tawar/ekor
I;Pipe fish;ekor;1.111;Pipe fish/ekor
I;Pipe fish;kilogram;1.111;Pipe fish/kilogram
I;pleco;ekor;1.111;pleco/ekor
I;Premix;kemasan;1.111;Premix/kemasan
I;Premix;liter;1.111;Premix/liter
I;Rainbow fish;ekor;1.111;Rainbow fish/ekor
I;Rajungan;gram;1.111;Rajungan/gram
I;Rice fish;ekor;1.111;Rice fish/ekor
I;Rumput Laut;gram;1.111;Rumput Laut/gram
I;Sable fish;ekor;1.111;Sable fish/ekor
I;Sable fish;kilogram;1.111;Sable fish/kilogram
I;Sapu-sapu;ekor;1.111;Sapu-sapu/ekor
I;Siput/Keong (ornamental);ekor;1.111;Siput/Keong (ornamental)/ekor
I;Siput/Keong (ornamental);kilogram;1.111;Siput/Keong (ornamental)/kilogram
I;Siput/Keong (ornamental);ton;1.111;Siput/Keong (ornamental)/ton
I;Sirip Hiu;ekor;1.111;Sirip Hiu/ekor
I;Squid Liver Paste;ton;1.111;Squid Liver Paste/ton
I;Squid Meal Squid meal;kilogram;1.111;Squid Meal Squid meal/kilogram
I;Squid Meal Squid meal;ton;1.111;Squid Meal Squid meal/ton
I;Sucker Fish;kilogram;1.111;Sucker Fish/kilogram
I;Telur Ikan;ekor;1.111;Telur Ikan/ekor
I;Tembakang;ekor;1.111;Tembakang/ekor
I;Tepung Cumi;ton;1.111;Tepung Cumi/ton
I;Tepung Ikan;bulk;1.111;Tepung Ikan/bulk
I;Tepung Ikan;ton;1.111;Tepung Ikan/ton
I;Ubur-ubur;ekor;1.111;Ubur-ubur/ekor
I;Ubur-ubur;gram;1.111;Ubur-ubur/gram
I;Ubur-ubur;kilogram;1.111;Ubur-ubur/kilogram
I;Udang Caridina;kilogram;1.111;Udang Caridina/kilogram
I;Udang Ebi;ekor;1.111;Udang Ebi/ekor
I;Udang Papai;ekor;1.111;Udang Papai/ekor
I;Udang Putih;ekor;1.111;Udang Putih/ekor
I;Udang Vaname;ekor;1.111;Udang Vaname/ekor
I;Udang Vaname;gram;1.111;Udang Vaname/gram
I;Udang Windu;gram;1.111;Udang Windu/gram
I;Whitting Fish;kilogram;1.111;Whitting Fish/kilogram
T;ADAS MANIS;ton;1.111;ADAS MANIS/ton
T;ADAS PEDAS;gram;1.111;ADAS PEDAS/gram
T;ADAS PEDAS;ton;1.111;ADAS PEDAS/ton
T;ADENIUM;gram;1.111;ADENIUM/gram
T;AIR KELAPA;ton;1.111;AIR KELAPA/ton
T;Akalipa Brocoli Hijau;kilogram;1.111;Akalipa Brocoli Hijau/kilogram
T;AKAR PAKIS;gram;1.111;AKAR PAKIS/gram
T;AKAR PASAK BUMI;gram;1.111;AKAR PASAK BUMI/gram
T;AKAR WANGI;gram;1.111;AKAR WANGI/gram
T;ALANG-ALANG;ton;1.111;ALANG-ALANG/ton
T;ALFALFA;kilogram;1.111;ALFALFA/kilogram
T;ALMON;gram;1.111;ALMON/gram
T;ALMON;ton;1.111;ALMON/ton
T;ALOCASIA;gram;1.111;ALOCASIA/gram
T;ALPUKAT;buah/butir/batang;1.111;ALPUKAT/buah/butir/batang
T;ALPUKAT;gram;1.111;ALPUKAT/gram
T;AMPAS KULIT NANAS;gram;1.111;AMPAS KULIT NANAS/gram
T;AMPAS SAWIT;gram;1.111;AMPAS SAWIT/gram
T;AMPAS SAWIT;meter kubik;1.111;AMPAS SAWIT/meter kubik
T;AMPAS SAWIT;ton;1.111;AMPAS SAWIT/ton
T;ANDALIMAN;gram;1.111;ANDALIMAN/gram
T;ANDALIMAN;ton;1.111;ANDALIMAN/ton
T;ANGGUR BRAZIL;kilogram;1.111;ANGGUR BRAZIL/kilogram
T;APRICOT;kilogram;1.111;APRICOT/kilogram
T;ARANG;ton;1.111;ARANG/ton
T;ARDISIA;gram;1.111;ARDISIA/gram
T;ARECACEAE;gram;1.111;ARECACEAE/gram
T;ARTHICOKES;kilogram;1.111;ARTHICOKES/kilogram
T;ASAM JAWA;gram;1.111;ASAM JAWA/gram
T;ASAM JAWA;ton;1.111;ASAM JAWA/ton
T;BABY PAKCOI;gram;1.111;BABY PAKCOI/gram
T;BAHAN BAKU LAIN;bag;1.111;BAHAN BAKU LAIN/bag
T;BAHAN BAKU LAIN;carton;1.111;BAHAN BAKU LAIN/carton
T;BAHAN BAKU LAIN;gram;1.111;BAHAN BAKU LAIN/gram
T;BAHAN BAKU LAIN;ton;1.111;BAHAN BAKU LAIN/ton
T;BAHAN CAMPURAN;gram;1.111;BAHAN CAMPURAN/gram
T;BAHAN JAMU-JAMUAN;gram;1.111;BAHAN JAMU-JAMUAN/gram
T;BAHAN JAMU-JAMUAN;kemasan;1.111;BAHAN JAMU-JAMUAN/kemasan
T;BAHAN JAMU-JAMUAN;ton;1.111;BAHAN JAMU-JAMUAN/ton
T;BAHAN KEMAS;box;1.111;BAHAN KEMAS/box
T;BAHAN KEMAS;buah/butir/batang;1.111;BAHAN KEMAS/buah/butir/batang
T;BAHAN KEMAS;kemasan;1.111;BAHAN KEMAS/kemasan
T;BAHAN KEMAS;meter kubik;1.111;BAHAN KEMAS/meter kubik
T;BAHAN KEMAS;peti kemas;1.111;BAHAN KEMAS/peti kemas
T;BAHAN KEMAS;ton;1.111;BAHAN KEMAS/ton
T;BAJAKAH;gram;1.111;BAJAKAH/gram
T;BAMBU;;1.111;BAMBU/
T;BAMBU;bag;1.111;BAMBU/bag
T;BAMBU;bundle;1.111;BAMBU/bundle
T;BAMBU;carton;1.111;BAMBU/carton
T;BAMBU;dozen;1.111;BAMBU/dozen
T;BAMBU;gram;1.111;BAMBU/gram
T;BAMBU;kemasan;1.111;BAMBU/kemasan
T;BAMBU;kilogram per second;1.111;BAMBU/kilogram per second
T;BAMBU;meter persegi;1.111;BAMBU/meter persegi
T;BAMBU;pair;1.111;BAMBU/pair
T;BAMBU;set;1.111;BAMBU/set
T;BAMBU;ton;1.111;BAMBU/ton
T;BARLEI;each;1.111;BARLEI/each
T;BARLEI;kemasan;1.111;BARLEI/kemasan
T;BARLEI;net kilogram;1.111;BARLEI/net kilogram
T;BARLEI;sack;1.111;BARLEI/sack
T;BARLEY;net kilogram;1.111;BARLEY/net kilogram
T;BATANG KELAPA;gram;1.111;BATANG KELAPA/gram
T;BATANG PADI;gram;1.111;BATANG PADI/gram
T;BAWANG BOMBAI;bag;1.111;BAWANG BOMBAI/bag
T;BAWANG BOMBAI;carton;1.111;BAWANG BOMBAI/carton
T;BAWANG BOMBAI;kilogram per second;1.111;BAWANG BOMBAI/kilogram per second
T;BAWANG BOMBAI;ton;1.111;BAWANG BOMBAI/ton
T;BAWANG DAUN;gram;1.111;BAWANG DAUN/gram
T;BAWANG DAUN;ton;1.111;BAWANG DAUN/ton
T;BAWANG DAYAK;gram;1.111;BAWANG DAYAK/gram
T;BAWANG MERAH;gram;1.111;BAWANG MERAH/gram
T;BAWANG MERAH;ton;1.111;BAWANG MERAH/ton
T;BAWANG PUTIH;bag;1.111;BAWANG PUTIH/bag
T;BAWANG PUTIH;carton;1.111;BAWANG PUTIH/carton
T;BAWANG PUTIH;gram;1.111;BAWANG PUTIH/gram
T;BAWANG PUTIH;kemasan;1.111;BAWANG PUTIH/kemasan
T;BAWANG PUTIH;meter kubik;1.111;BAWANG PUTIH/meter kubik
T;BAWANG PUTIH;ton;1.111;BAWANG PUTIH/ton
T;BAY LEAF;ton;1.111;BAY LEAF/ton
T;BEET;box;1.111;BEET/box
T;BEKATUL;kilogram of phosphorus pentoxide (phosphoric anhydride);1.111;BEKATUL/kilogram of phosphorus pentoxide (phosphoric anhydride)
T;BENGKOANG;box;1.111;BENGKOANG/box
T;BENIH ARECA(PLM);gram;1.111;BENIH ARECA(PLM)/gram
T;BENIH ASPARAGUS;kilogram;1.111;BENIH ASPARAGUS/kilogram
T;BENIH BAWANG DAUN;kilogram;1.111;BENIH BAWANG DAUN/kilogram
T;BENIH BROCCOLI;box;1.111;BENIH BROCCOLI/box
T;BENIH BROCCOLI;kilogram;1.111;BENIH BROCCOLI/kilogram
T;BENIH BUNCHING ONION PARADE;kilogram;1.111;BENIH BUNCHING ONION PARADE/kilogram
T;BENIH BUNGA;buah/butir/batang;1.111;BENIH BUNGA/buah/butir/batang
T;BENIH BUNGA;gram;1.111;BENIH BUNGA/gram
T;BENIH BUNGA DAHLIA;buah/butir/batang;1.111;BENIH BUNGA DAHLIA/buah/butir/batang
T;BENIH BUNGA DAHLIA;kilogram;1.111;BENIH BUNGA DAHLIA/kilogram
T;BENIH BUNGA FRENCH MARIGOLD;gram;1.111;BENIH BUNGA FRENCH MARIGOLD/gram
T;BENIH BUNGA KOL;box;1.111;BENIH BUNGA KOL/box
T;BENIH BUNGA KOL;gram;1.111;BENIH BUNGA KOL/gram
T;BENIH BUNGA LATHYRUS;buah/butir/batang;1.111;BENIH BUNGA LATHYRUS/buah/butir/batang
T;BENIH BUNGA MATAHARI;carton;1.111;BENIH BUNGA MATAHARI/carton
T;BENIH BUNGA MATAHARI;kilogram;1.111;BENIH BUNGA MATAHARI/kilogram
T;BENIH BUNGA PETUNIA;gram;1.111;BENIH BUNGA PETUNIA/gram
T;BENIH BUNGA POPPY;ton;1.111;BENIH BUNGA POPPY/ton
T;BENIH BUNGA SALVIA;gram;1.111;BENIH BUNGA SALVIA/gram
T;BENIH BUNGA SWEET PEA;kilogram;1.111;BENIH BUNGA SWEET PEA/kilogram
T;BENIH CABE;gram;1.111;BENIH CABE/gram
T;BENIH CABE;kemasan;1.111;BENIH CABE/kemasan
T;BENIH CABE;ton;1.111;BENIH CABE/ton
T;BENIH CABE VAR ROSHI;kilogram;1.111;BENIH CABE VAR ROSHI/kilogram
T;BENIH CHICORY;kilogram;1.111;BENIH CHICORY/kilogram
T;BENIH DAUN BASIL;ton;1.111;BENIH DAUN BASIL/ton
T;BENIH EUCALYPTUS;buah/butir/batang;1.111;BENIH EUCALYPTUS/buah/butir/batang
T;BENIH GANDUM;kilogram;1.111;BENIH GANDUM/kilogram
T;BENIH KACANG PANJANG;gram;1.111;BENIH KACANG PANJANG/gram
T;BENIH KANGKUNG;gram;1.111;BENIH KANGKUNG/gram
T;BENIH KAPRI;kilogram;1.111;BENIH KAPRI/kilogram
T;BENIH KARET;kilogram;1.111;BENIH KARET/kilogram
T;BENIH KEDELAI;ton;1.111;BENIH KEDELAI/ton
T;BENIH KELAPA SAWIT;box;1.111;BENIH KELAPA SAWIT/box
T;BENIH KELAPA SAWIT;kilogram;1.111;BENIH KELAPA SAWIT/kilogram
T;BENIH KELAPA SAWIT;ton;1.111;BENIH KELAPA SAWIT/ton
T;BENIH KETIMUN;gram;1.111;BENIH KETIMUN/gram
T;BENIH KETIMUN;kemasan;1.111;BENIH KETIMUN/kemasan
T;BENIH KETUMBAR;ton;1.111;BENIH KETUMBAR/ton
T;BENIH KUBIS;box;1.111;BENIH KUBIS/box
T;BENIH KUBIS;buah/butir/batang;1.111;BENIH KUBIS/buah/butir/batang
T;BENIH KUBIS;gram;1.111;BENIH KUBIS/gram
T;BENIH LETTUCE;kilogram;1.111;BENIH LETTUCE/kilogram
T;BENIH LOBAK;box;1.111;BENIH LOBAK/box
T;BENIH LOBAK MERAH;kilogram;1.111;BENIH LOBAK MERAH/kilogram
T;BENIH MELON;box;1.111;BENIH MELON/box
T;BENIH MELON;gram;1.111;BENIH MELON/gram
T;BENIH MOSTER;bag;1.111;BENIH MOSTER/bag
T;BENIH MUCUNA;kilogram;1.111;BENIH MUCUNA/kilogram
T;BENIH PADI;kemasan;1.111;BENIH PADI/kemasan
T;BENIH PALEM;gram;1.111;BENIH PALEM/gram
T;BENIH PALEM LICUALA;gram;1.111;BENIH PALEM LICUALA/gram
T;BENIH PARIA;buah/butir/batang;1.111;BENIH PARIA/buah/butir/batang
T;BENIH PENNISETUM (JAWAWUT);buah/butir/batang;1.111;BENIH PENNISETUM (JAWAWUT)/buah/butir/batang
T;BENIH PENNISETUM (JAWAWUT);kemasan;1.111;BENIH PENNISETUM (JAWAWUT)/kemasan
T;BENIH PEPAYA;gram;1.111;BENIH PEPAYA/gram
T;BENIH PETSAI;kilogram;1.111;BENIH PETSAI/kilogram
T;BENIH SAYURAN (CAMPURAN);gram;1.111;BENIH SAYURAN (CAMPURAN)/gram
T;BENIH SELEDRI;carton;1.111;BENIH SELEDRI/carton
T;BENIH SELEDRI;gram;1.111;BENIH SELEDRI/gram
T;BENIH SEMANGKA;gram;1.111;BENIH SEMANGKA/gram
T;BENIH SORGUM;kilogram per second;1.111;BENIH SORGUM/kilogram per second
T;BENIH TABEBUIA;gram;1.111;BENIH TABEBUIA/gram
T;BENIH TERUNG;buah/butir/batang;1.111;BENIH TERUNG/buah/butir/batang
T;BENIH TOMAT;box;1.111;BENIH TOMAT/box
T;BENIH TOMAT;gram;1.111;BENIH TOMAT/gram
T;BENIH TOMAT;kemasan;1.111;BENIH TOMAT/kemasan
T;BENIH WITLOOF CHICORY LASER;kilogram;1.111;BENIH WITLOOF CHICORY LASER/kilogram
T;BERAS;bag;1.111;BERAS/bag
T;BERAS;gram;1.111;BERAS/gram
T;BERAS;ton;1.111;BERAS/ton
T;BERAS KETAN;ton;1.111;BERAS KETAN/ton
T;BERI;case;1.111;BERI/case
T;BERI;kilogram;1.111;BERI/kilogram
T;BIBIT AGLAONEMA;gram;1.111;BIBIT AGLAONEMA/gram
T;BIBIT ANGGREK;botol;1.111;BIBIT ANGGREK/botol
T;BIBIT ANGGREK;buah/butir/batang;1.111;BIBIT ANGGREK/buah/butir/batang
T;BIBIT ANGGREK ARANDA;buah/butir/batang;1.111;BIBIT ANGGREK ARANDA/buah/butir/batang
T;BIBIT ANGGREK BULAN;botol;1.111;BIBIT ANGGREK BULAN/botol
T;BIBIT ANGGREK BULAN;buah/butir/batang;1.111;BIBIT ANGGREK BULAN/buah/butir/batang
T;BIBIT ANGGREK BULAN;kilogram;1.111;BIBIT ANGGREK BULAN/kilogram
T;BIBIT ANGGREK CATTLEYA;buah/butir/batang;1.111;BIBIT ANGGREK CATTLEYA/buah/butir/batang
T;BIBIT ANGGREK CATTLEYA;kilogram;1.111;BIBIT ANGGREK CATTLEYA/kilogram
T;BIBIT ANGGREK CATTLEYA;number of packs;1.111;BIBIT ANGGREK CATTLEYA/number of packs
T;BIBIT ANGGREK DENDROBIUM;botol;1.111;BIBIT ANGGREK DENDROBIUM/botol
T;BIBIT ANGGREK DENDROBIUM;number of packs;1.111;BIBIT ANGGREK DENDROBIUM/number of packs
T;BIBIT ANGGREK MOKARA;buah/butir/batang;1.111;BIBIT ANGGREK MOKARA/buah/butir/batang
T;BIBIT ANGGREK ONCIDIUM;buah/butir/batang;1.111;BIBIT ANGGREK ONCIDIUM/buah/butir/batang
T;BIBIT ANGGREK VANDA;buah/butir/batang;1.111;BIBIT ANGGREK VANDA/buah/butir/batang
T;BIBIT ANGGUR;kilogram;1.111;BIBIT ANGGUR/kilogram
T;BIBIT ANGGUR;ton;1.111;BIBIT ANGGUR/ton
T;BIBIT ANGREK PHALAENOPSIS;botol;1.111;BIBIT ANGREK PHALAENOPSIS/botol
T;BIBIT ANGREK PHALAENOPSIS;buah/butir/batang;1.111;BIBIT ANGREK PHALAENOPSIS/buah/butir/batang
T;BIBIT ANTHURIUM;gram;1.111;BIBIT ANTHURIUM/gram
T;BIBIT ANTIRRHINUM;gram;1.111;BIBIT ANTIRRHINUM/gram
T;BIBIT BAMBU;gram;1.111;BIBIT BAMBU/gram
T;BIBIT BAWANG MERAH;kilogram;1.111;BIBIT BAWANG MERAH/kilogram
T;BIBIT BELIMBING;gram;1.111;BIBIT BELIMBING/gram
T;BIBIT BELIMBING WULUH;gram;1.111;BIBIT BELIMBING WULUH/gram
T;BIBIT BERINGIN;gram;1.111;BIBIT BERINGIN/gram
T;BIBIT BROKOLI;buah/butir/batang;1.111;BIBIT BROKOLI/buah/butir/batang
T;BIBIT BUNGA SEPATU;kilogram;1.111;BIBIT BUNGA SEPATU/kilogram
T;BIBIT CEMARA;kilogram;1.111;BIBIT CEMARA/kilogram
T;BIBIT CYCAS;gram;1.111;BIBIT CYCAS/gram
T;BIBIT DENDROBIUM;botol;1.111;BIBIT DENDROBIUM/botol
T;BIBIT DURIAN;gram;1.111;BIBIT DURIAN/gram
T;BIBIT GERANIUM;buah/butir/batang;1.111;BIBIT GERANIUM/buah/butir/batang
T;BIBIT GERANIUM;gram;1.111;BIBIT GERANIUM/gram
T;BIBIT GERBERA;buah/butir/batang;1.111;BIBIT GERBERA/buah/butir/batang
T;BIBIT GYPSOPHILA;kilogram;1.111;BIBIT GYPSOPHILA/kilogram
T;BIBIT IMPATIENS;gram;1.111;BIBIT IMPATIENS/gram
T;BIBIT IXORA;gram;1.111;BIBIT IXORA/gram
T;BIBIT JAGUNG;bag;1.111;BIBIT JAGUNG/bag
T;BIBIT JAGUNG;box;1.111;BIBIT JAGUNG/box
T;BIBIT JAGUNG;carton;1.111;BIBIT JAGUNG/carton
T;BIBIT JAGUNG;hundred fifteen kg drum;1.111;BIBIT JAGUNG/hundred fifteen kg drum
T;BIBIT JAGUNG;kilogram per second;1.111;BIBIT JAGUNG/kilogram per second
T;BIBIT JAMBU AIR;gram;1.111;BIBIT JAMBU AIR/gram
T;BIBIT JAMBU BIJI;gram;1.111;BIBIT JAMBU BIJI/gram
T;BIBIT KACANG PANJANG;kilogram;1.111;BIBIT KACANG PANJANG/kilogram
T;BIBIT KAKAO;meter kubik;1.111;BIBIT KAKAO/meter kubik
T;BIBIT KAKAO;ton;1.111;BIBIT KAKAO/ton
T;BIBIT KAKTUS;box;1.111;BIBIT KAKTUS/box
T;BIBIT KASSIA;kilogram;1.111;BIBIT KASSIA/kilogram
T;BIBIT KEDELE;kilogram;1.111;BIBIT KEDELE/kilogram
T;BIBIT KEDELE;ton;1.111;BIBIT KEDELE/ton
T;BIBIT KELAPA SAWIT;kilogram;1.111;BIBIT KELAPA SAWIT/kilogram
T;BIBIT KELENGKENG;gram;1.111;BIBIT KELENGKENG/gram
T;BIBIT KENTANG;buah/butir/batang;1.111;BIBIT KENTANG/buah/butir/batang
T;BIBIT KENTANG;ton;1.111;BIBIT KENTANG/ton
T;BIBIT KOPI;box;1.111;BIBIT KOPI/box
T;BIBIT KOPI;gram;1.111;BIBIT KOPI/gram
T;BIBIT KRISAN;kilogram;1.111;BIBIT KRISAN/kilogram
T;BIBIT KUNYIT;gram;1.111;BIBIT KUNYIT/gram
T;BIBIT LADA;gram;1.111;BIBIT LADA/gram
T;BIBIT MANGGA;gram;1.111;BIBIT MANGGA/gram
T;BIBIT MANGGIS;gram;1.111;BIBIT MANGGIS/gram
T;BIBIT MAWAR;kilogram;1.111;BIBIT MAWAR/kilogram
T;BIBIT NANGKA;gram;1.111;BIBIT NANGKA/gram
T;BIBIT PHALAENOPSIS;botol;1.111;BIBIT PHALAENOPSIS/botol
T;BIBIT PHALAENOPSIS;buah/butir/batang;1.111;BIBIT PHALAENOPSIS/buah/butir/batang
T;BIBIT PISANG;carton;1.111;BIBIT PISANG/carton
T;BIBIT RAMBUTAN;gram;1.111;BIBIT RAMBUTAN/gram
T;BIBIT SALAK;gram;1.111;BIBIT SALAK/gram
T;BIBIT SAWO;gram;1.111;BIBIT SAWO/gram
T;BIBIT SIANTO;gram;1.111;BIBIT SIANTO/gram
T;BIBIT SOKA;gram;1.111;BIBIT SOKA/gram
T;BIBIT STICHERUS;kilogram;1.111;BIBIT STICHERUS/kilogram
T;BIBIT STRAWBERRY;botol;1.111;BIBIT STRAWBERRY/botol
T;BIBIT STRAWBERRY;buah/butir/batang;1.111;BIBIT STRAWBERRY/buah/butir/batang
T;BIBIT STRAWBERRY;gram;1.111;BIBIT STRAWBERRY/gram
T;BIBIT STRAWBERRY;kilogram;1.111;BIBIT STRAWBERRY/kilogram
T;BIBIT TANAMAN AQUARIUM;gram;1.111;BIBIT TANAMAN AQUARIUM/gram
T;BIBIT TANAMAN BUAH;gram;1.111;BIBIT TANAMAN BUAH/gram
T;BIBIT TANAMAN HIAS;gram;1.111;BIBIT TANAMAN HIAS/gram
T;BIBIT TANANAMAN VANDA;buah/butir/batang;1.111;BIBIT TANANAMAN VANDA/buah/butir/batang
T;BIBIT TANANAMAN VANDA;kilogram;1.111;BIBIT TANANAMAN VANDA/kilogram
T;BIBIT TANANAMAN VANDA;number of packs;1.111;BIBIT TANANAMAN VANDA/number of packs
T;BIBIT TERATAI;kilogram;1.111;BIBIT TERATAI/kilogram
T;BIJI BASIL;ton;1.111;BIJI BASIL/ton
T;BIJI BUNGA MATAHARI;bag;1.111;BIJI BUNGA MATAHARI/bag
T;BIJI BUNGA MATAHARI;ton;1.111;BIJI BUNGA MATAHARI/ton
T;BIJI CHIA;kilogram;1.111;BIJI CHIA/kilogram
T;BIJI CHIA;ton;1.111;BIJI CHIA/ton
T;BIJI GEBANG/TANAMAN GEBANG;gram;1.111;BIJI GEBANG/TANAMAN GEBANG/gram
